id,Min,Max,Mean,Geom.mean,Sum,Squares,Std Dev,Variance,Skewness,kurtosis,Mean(Min),Mean(Max),Mean(Mean),Mean(Geom.mean),Mean(Sum),Mean(Squares),Mean(Std Dev),Mean(Variance),Mean(Skewness),Mean(kurtosis),label
Nicolas42.jpg,0,255,62.2965,0,2491860,6209366259600,109.56620641306331,12004.753587749998,1.190211875259851,-0.5833956919904288,0.0,262.2857142857143,66.49197857142858,0.0,2659679.1428571427,7089296104324.286,113.29984524035095,12524.644470511608,1.190956981354007,-0.5979726557644689,Nicolas
Nicolas24.jpg,0,255,50.840625,0,2033625,4135630640625,101.88027397199802,10379.590224609377,1.5048914183538604,0.2646981810350937,0.0,272.0,67.98894999999999,0.0,2719558.0,7164100859370.0,116.88981238865864,12859.619212893751,1.2606941673215952,-0.5531299063657168,Nicolas
Nicolas54.jpg,0,255,60.530625,0,2421225,5862330500625,108.49586541481374,11771.352812109375,1.2345055683726764,-0.47599600165685496,0.0,260.3125,62.2288984375,0.0,2489155.9375,6340290432670.3125,109.92424613917358,11905.687581143555,1.2887273819181788,-0.2912918537290262,Nicolas
Nicolas65.jpg,0,255,60.6135,0,2424540,5878394211600,108.54697654817475,11782.446117750002,1.2323972924352207,-0.48119691359833583,0.0,268.6607142857143,63.31365401785714,0.0,2532546.160714286,6375756489898.661,112.80532454049441,12160.133968366908,1.3595477379722158,-0.20058849066557644,Nicolas
Nicolas44.jpg,0,255,46.735125,0,1869405,3494675054025,98.65741212009554,9733.284966234376,1.6372794149857695,0.6806838827361439,0.0,261.8918918918919,65.23727027027029,0.0,2609490.810810811,6869125403124.324,112.34384847862617,12342.300541966217,1.2220274570711689,-0.5043298851080433,Nicolas
Nicolas67.jpg,0,255,60.887625,0,2435505,5931684605025,108.71541517585891,11819.041496859372,1.2254448900783261,-0.4982848213809197,0.0,268.1896551724138,63.24241810344827,0.0,2529696.724137931,6362877950030.173,112.6718469836689,12150.017897610453,1.3546111227348092,-0.21161382845046894,Nicolas
Nicolas48.jpg,0,255,56.06175,0,2242470,5028671700900,105.60694312845864,11152.826436937497,1.352908206292907,-0.16963938534530953,0.0,261.219512195122,63.74891158536587,0.0,2549956.463414634,6609301185122.561,111.15656932935539,12125.159213566692,1.2571502201363194,-0.3919196538111127,Nicolas
Nicolas60.jpg,0,255,52.16025,0,2086410,4353106688100,102.85996339653977,10580.172069937502,1.4648994129922943,0.14593029018516823,0.0,264.62264150943395,62.77775235849057,0.0,2511110.0943396227,6335396937980.66,111.51396207548575,12048.70376517718,1.319921683765472,-0.279466316561937,Nicolas
Nicolas6.jpg,0,255,49.259625,0,1970385,3882417048225,100.67121594507228,10134.693719859373,1.5543742919066188,0.41607943934020275,0.0,264.8076923076923,62.98193509615385,0.0,2519277.403846154,6373517904324.52,111.68038512700394,12076.944759316406,1.31713365051111,-0.28764702053784286,Nicolas
Nicolas39.jpg,0,255,60.721875,0,2428875,5899433765625,108.61368247824201,11796.932021484376,1.2296448012132777,-0.48797366284915844,0.0,263.2258064516129,67.35290322580646,0.0,2694116.129032258,7251060080903.226,114.0334672312224,12643.07777201613,1.1810333977700707,-0.6302820532691391,Nicolas
