id,Min,Max,Mean,Geom.mean,Sum,Squares,Std Dev,Variance,Skewness,kurtosis,Mean(Min),Mean(Max),Mean(Mean),Mean(Geom.mean),Mean(Sum),Mean(Squares),Mean(Std Dev),Mean(Variance),Mean(Skewness),Mean(kurtosis),label
feuille1.jpg,0,255,35.043375,0,1401735,1964861010225,87.79534437320338,7708.022493609375,2.106185143644572,2.436015859309104,0.0,255.0,35.043375,0.0,1401735.0,1964861010225.0,87.79534437320338,7708.022493609375,2.106185143644572,2.436015859309104,feuille
feuille10.jpg,0,255,36.5925,0,1463700,2142417690000,89.39841410086646,7992.07644375,2.0337609098396507,2.136183438391803,0.0,255.0,35.8179375,0.0,1432717.5,2053639350112.5,88.59687923703493,7850.049468679687,2.0699730267421117,2.2860996488504535,feuille
feuille11.jpg,0,255,51.006375,0,2040255,4162640465025,102.0047809387353,10404.975334359375,1.499804701231456,0.24941414183597876,0.0,255.0,40.88075,0.0,1635230.0,2756639721750.0,93.06617980426837,8701.69142390625,1.8799169182385598,1.6072044798456286,feuille
feuille13.jpg,0,255,31.830375,0,1273215,1621076436225,84.2826960434903,7103.572852359375,2.2702079902767696,3.1538443191164927,0.0,255.0,48.349275,0.0,1933971.0,4415545500795.0,96.89384929555817,9569.349187003125,1.714984265068047,1.283526598383233,feuille
feuille14.jpg,0,255,45.288,0,1811520,3281604710400,97.45479493590864,9497.437056000002,1.6871822480169776,0.8465839380236244,0.0,255.0,47.839062500000004,0.0,1913562.5,4226555369062.5,96.9873402356166,9557.363831835939,1.7103505955595353,1.2107028216566313,feuille
feuille15.jpg,0,255,39.33375,0,1573350,2475430222500,92.10299865334191,8482.962360937503,1.9145142131982236,1.6653646725380122,0.0,255.0,46.62401785714286,0.0,1864960.7142857143,3976394633839.2856,96.2895771524345,9403.877907421876,1.7395168266507766,1.2756545146396856,feuille
feuille16.jpg,0,255,44.542125,0,1781685,3174401439225,96.82066399010274,9374.240975484377,1.7136398694493598,0.9365616021664169,0.0,255.0,46.36378125,0.0,1854551.25,3876145484512.5,96.35596300714303,9400.17329092969,1.7362822070005994,1.2332679005805272,feuille
feuille17.jpg,0,255,27.32325,0,1092930,1194495984900,78.8724841718422,6220.8687594375,2.54022048504879,4.452720112661509,0.0,255.0,44.24816666666667,0.0,1769926.6666666667,3578184429000.0,94.41335424766515,9046.917231875,1.8256086823392872,1.5909848130339697,feuille
feuille19.jpg,0,255,45.30075,0,1812030,3283452720900,97.46554929531513,9499.533299437502,1.6867344532362076,0.8450731157340483,0.0,255.0,48.00780681818183,0.0,1920312.2727272727,4265952386011.364,97.02131125770262,9575.770497379264,1.7120662314265525,1.243263591795536,feuille
feuille20.jpg,0,255,22.548375,0,901935,813486744225,72.39755803795715,5241.406409859374,2.8993139504781396,6.406021383437164,0.0,255.0,47.842903846153845,0.0,1913716.1538461538,4298325356457.6924,96.4683986781444,9513.487132983177,1.7472044864246215,1.4650377327455244,feuille
feuille22.jpg,0,255,29.8095,0,1192380,1421770064400,81.93177777730689,6712.81620975,2.3846791232951348,3.68669452107965,0.0,255.0,48.839725,0.0,1953589.0,4516881752625.0,96.97812310818567,9631.078779609377,1.7256692181623299,1.4234055490534823,feuille
feuille24.jpg,0,255,10.104375,0,404175,163357430625,49.74451960627799,2474.517230859375,4.719942053081326,20.277852984445566,0.0,255.0,47.464875,0.0,1898595.0,4383043941825.0,95.00557025653703,9364.140661359377,1.8675757800569475,2.4080725184382583,feuille
