id,Min,Max,Mean,Geom.mean,Sum,Squares,Std Dev,Variance,Skewness,kurtosis,Mean(Min),Mean(Max),Mean(Mean),Mean(Geom.mean),Mean(Sum),Mean(Squares),Mean(Std Dev),Mean(Variance),Mean(Skewness),Mean(kurtosis),label
clavier1.jpg,0,255,30.294,0,1211760,1468362297600,82.50602138026049,6807.243564,2.356337110281662,3.5523245772905314,0.0,255.0,30.294,0.0,1211760.0,1468362297600.0,82.50602138026049,6807.243564,2.356337110281662,3.5523245772905314,clavier
clavier11.jpg,0,255,34.374,0,1374960,1890515001600,87.08500516162354,7583.798124,2.138737887818111,2.574199752788675,0.0,255.0,42.812375,0.0,1712495.0,3288426461475.0,93.34010171338474,8861.889086578127,1.8831045751757447,1.8195971233241905,clavier
clavier13.jpg,0,255,28.196625,0,1127865,1272079458225,79.96930482134613,6395.089713609373,2.4835372827573474,4.167957434845749,0.0,255.0,45.27652500000001,0.0,1811061.0,3784241548935.0,94.73208796445253,9180.362906915625,1.8297925237627388,1.7318463219740778,clavier
clavier14.jpg,0,255,31.02075,0,1240830,1539659088900,83.35468984668769,6948.004319437501,2.314908739447102,3.3588024719685734,0.0,255.0,42.90056250000001,0.0,1716022.5,3410144472262.5,92.83585494482507,8808.303142335937,1.9106452263767995,2.0030056803064937,clavier
clavier15.jpg,0,255,18.60225,0,744090,553669928100,66.3138752067582,4397.5300449375,3.284312661881717,8.786709660996564,0.0,255.0,39.42937500000001,0.0,1577175.0,3002076680239.2856,89.0470006965298,8178.192699850447,2.1068834314489306,2.972106248976504,clavier
clavier16.jpg,0,255,28.528125,0,1141125,1302166265625,80.37921347577603,6460.817958984375,2.4626236241992405,4.064515114464203,0.0,255.0,38.06671875000001,0.0,1522668.75,2789587878412.5,87.96352729393558,7963.520857242187,2.1513509555427195,3.1086573571624663,clavier
clavier17.jpg,0,255,44.05125,0,1762050,3104820202500,96.39790518179065,9292.5561234375,1.7313394900569532,0.9975364298306717,0.0,255.0,38.73166666666667,0.0,1549266.6666666667,2824613692200.0,88.90068039258614,8111.191442375,2.10468301493319,2.874088365236711,clavier
clavier18.jpg,0,255,23.785125,0,951405,905171474025,74.15844323969036,5499.474703734376,2.7971157556471127,5.823856550489319,0.0,255.0,37.237012500000006,0.0,1489480.5,2632669470382.5,87.42645667729656,7850.019768510938,2.1739262890045823,3.1690651837619717,clavier
clavier19.jpg,0,255,34.852125,0,1394085,1943472987225,87.59350008981474,7672.621257984374,2.11540525050381,2.474939373859086,0.0,255.0,37.02020454545455,0.0,1480808.1818181819,2570015244640.909,87.44164244207094,7833.892631190341,2.168606194595421,3.105962837407164,clavier
clavier2.jpg,0,255,31.320375,0,1252815,1569545424225,83.70023736441476,7005.729734859374,2.2981924072987354,3.2816883409655606,0.0,255.0,36.545218750000004,0.0,1461808.75,2486642759606.25,87.12985868559959,7764.879056496094,2.1794050456540304,3.120606629370364,clavier
clavier20.jpg,0,255,44.8545,0,1794180,3219081872400,97.0874416685804,9425.97132975,1.7024961947626613,0.898493293181343,0.0,255.0,37.184394230769236,0.0,1487375.7692307692,2542984229821.154,87.89582660736734,7892.655385207932,2.1427197494316177,2.949674834278901,clavier
clavier23.jpg,0,255,50.45175,0,2018070,4072606524900,101.58650093362552,10319.817171937499,1.5168993772182722,0.30098372060518264,0.0,255.0,41.567789062500005,0.0,1662711.5625,3194798907951.5625,91.65135938197713,8603.036893467774,1.9759797489068378,2.327217908542488,clavier
clavier24.jpg,0,255,20.553,0,822120,675881294400,69.4160585959762,4818.589191,3.081333114069929,7.494613759863887,0.0,255.0,40.331625,0.0,1613265.0,3046627283625.0,90.34340051221237,8380.422322734375,2.041000535092902,2.6311823703849235,clavier
